miRNA, newbatch_Clontech_trimmed.1_R1.fq, newbatch_Clontech_trimmed.2_R1.fq, Illumina_trimmed.11.fq, NEB_trimmed.11.fq, NEXT_trimmed.11.fq, directional_deduped_lib_align_seed15_acc_11_bam2fastq.fq, Five_double_acc_11.fq, mm0_Clontech_trimmed.1_R1.fq, mm0_Clontech_trimmed.2_R1.fq, mm0_Clontech_trimmed.3_R1.fq, mm0_Clontech_trimmed.4_R1.fq, mm0_Clontech_trimmed.5_R1.fq, mm0_Clontech_trimmed.6_R1.fq, mm0_Clontech_trimmed.7_R1.fq, mm0_Clontech_trimmed.8_R1.fq, mm0_Clontech_trimmed.9_R1.fq, mm0_Clontech_trimmed.10_R1.fq, mm0_Clontech_trimmed.11_R1.fq, mm0_Clontech_trimmed.12_R1.fq, mm0_Clontech_trimmed.13_R1.fq, mm0_Clontech_trimmed.14_R1.fq, mm0_Clontech_trimmed.15_R1.fq, mm0_Clontech_trimmed.16_R1.fq, mm0_Clontech_trimmed.17_R1.fq, mm0_Clontech_trimmed.18_R1.fq, mm0_Illumina_trimmed.1_R1.fq, mm0_Illumina_trimmed.2_R1.fq, mm0_Illumina_trimmed.3_R1.fq, mm0_Illumina_trimmed.4_R1.fq, mm0_Illumina_trimmed.5_R1.fq, mm0_Illumina_trimmed.6_R1.fq, mm0_Illumina_trimmed.7_R1.fq, mm0_Illumina_trimmed.8_R1.fq, mm0_Illumina_trimmed.9_R1.fq, mm0_NEB_trimmed.1_R1.fq, mm0_NEB_trimmed.2_R1.fq, mm0_NEB_trimmed.3_R1.fq, mm0_NEB_trimmed.4_R1.fq, mm0_NEB_trimmed.5_R1.fq, mm0_NEB_trimmed.6_R1.fq, mm0_NEB_trimmed.7_R1.fq, mm0_NEB_trimmed.8_R1.fq, mm0_NEB_trimmed.9_R1.fq, mm0_NEB_trimmed.10_R1.fq, mm0_NEB_trimmed.11_R1.fq, mm0_NEB_trimmed.12_R1.fq, mm0_NEXT_trimmed.1_R1.fq, mm0_NEXT_trimmed.2_R1.fq, mm0_NEXT_trimmed.3_R1.fq, mm0_NEXT_trimmed.4_R1.fq, mm0_NEXT_trimmed.5_R1.fq, mm0_NEXT_trimmed.6_R1.fq, mm0_NEXT_trimmed.7_R1.fq, mm0_NEXT_trimmed.8_R1.fq, mm0_NEXT_trimmed.9_R1.fq, mm0_NEXT_trimmed.10_R1.fq, mm0_NEXT_trimmed.11_R1.fq, mm0_NEXT_trimmed.12_R1.fq, mm0_NEXT_trimmed.13_R1.fq, mm0_NEXT_trimmed.14_R1.fq, mm0_NEXT_trimmed.15_R1.fq, mm0_NEXT_trimmed.16_R1.fq, mm0_NEXT_trimmed.17_R1.fq, mm0_NEXT_trimmed.18_R1.fq, directional_deduped_lib_align_seed15_1_bam2fastq.fq, directional_deduped_lib_align_seed15_2_bam2fastq.fq, directional_deduped_lib_align_seed15_3_bam2fastq.fq, directional_deduped_lib_align_seed15_4_bam2fastq.fq, directional_deduped_lib_align_seed15_5_bam2fastq.fq, directional_deduped_lib_align_seed15_6_bam2fastq.fq, directional_deduped_lib_align_seed15_7_bam2fastq.fq, directional_deduped_lib_align_seed15_8_bam2fastq.fq, directional_deduped_lib_align_seed15_9_bam2fastq.fq, directional_deduped_lib_align_seed15_10_bam2fastq.fq, directional_deduped_lib_align_seed15_11_bam2fastq.fq, directional_deduped_lib_align_seed15_12_bam2fastq.fq, directional_deduped_lib_align_seed15_13_bam2fastq.fq, directional_deduped_lib_align_seed15_14_bam2fastq.fq, directional_deduped_lib_align_seed15_15_bam2fastq.fq, directional_deduped_lib_align_seed15_16_bam2fastq.fq, directional_deduped_lib_align_seed15_17_bam2fastq.fq, directional_deduped_lib_align_seed15_18_bam2fastq.fq, Five_double_1.fq, Five_double_2.fq, Five_double_3.fq, Five_double_4.fq, Five_double_5.fq, Five_double_6.fq, Five_double_7.fq, Five_double_8.fq, Five_double_9.fq, Five_double_10.fq, Five_double_11.fq, Five_double_12.fq, Five_double_13.fq, Five_double_14.fq, Five_double_15.fq, Five_double_16.fq, Five_double_17.fq, Five_double_18.fq
hsa-miR-5688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 0, 3, 3, 5, 2, 5, 7, 0, 0, 0, 0, 0, 0, 0, 6, 5, 7, 5, 12, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5, 0, 0, 25, 8, 12, 0, 11, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5690, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 7, 0, 11, 0, 0, 5, 12, 0, 8, 0, 14, 14, 11, 0, 4, 2, 11, 2, 4, 3, 0, 10, 2, 14, 0, 11, 9, 9, 13, 26, 32, 23, 27, 24, 41, 0, 0, 0, 6, 4, 10, 0, 40, 38, 23, 10, 13, 68, 41, 18, 22, 19, 32, 0, 0, 0, 2, 2, 0, 0, 5, 6, 5, 3, 2, 11, 7, 9, 7, 4, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 2
hsa-miR-5691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5692a, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5692b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5692c, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5693, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5695, 0, 0, 0, 12, 7, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 9, 0, 0, 4, 2, 0, 5, 0, 4, 0, 0, 0, 15, 5, 7, 0, 23, 10, 26, 23, 17, 35, 33, 39, 0, 0, 0, 0, 0, 0, 24, 39, 19, 8, 10, 18, 60, 18, 31, 10, 12, 26, 0, 0, 0, 0, 0, 0, 0, 4, 5, 4, 4, 3, 12, 3, 9, 5, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4
hsa-miR-5696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 7, 4, 13, 12, 12, 0, 14, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 31, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 6, 6, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 3, 6, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5699-3p, 0, 7, 0, 6, 0, 0, 0, 7, 8, 0, 0, 13, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 4, 6, 8, 2, 0, 10, 3, 9, 8, 0, 11, 3, 0, 0, 7, 29, 25, 23, 30, 35, 53, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 9, 0, 46, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5699-5p, 34, 10, 0, 9, 17, 4, 0, 0, 9, 0, 0, 20, 0, 30, 0, 0, 12, 15, 0, 10, 26, 20, 33, 35, 23, 10, 6, 7, 18, 8, 15, 10, 7, 21, 17, 20, 6, 0, 0, 27, 42, 32, 32, 47, 64, 89, 0, 0, 0, 20, 6, 6, 0, 47, 38, 37, 11, 11, 76, 45, 43, 47, 79, 41, 0, 0, 0, 4, 4, 0, 0, 12, 12, 11, 5, 5, 14, 12, 9, 22, 24, 17, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0
hsa-miR-570-3p, 0, 0, 0, 0, 0, 0, 0, 11, 15, 11, 0, 8, 5, 0, 10, 8, 3, 14, 0, 11, 9, 0, 5, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 17, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 8, 47, 16, 0, 19, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-570-5p, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 5, 2, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 10, 0, 9, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5703, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5704, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 0, 5, 12, 12, 0, 0, 17, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-5739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-574-3p, 11246, 4739, 9, 1529, 4615, 1035, 229, 3901, 3669, 3716, 1801, 5201, 3431, 7505, 5793, 6540, 3113, 6838, 2660, 3472, 5806, 5595, 6349, 6947, 6055, 722, 461, 404, 612, 523, 644, 263, 682, 553, 1422, 1452, 532, 840, 1995, 2758, 4016, 3491, 3034, 4839, 4671, 5538, 2753, 3122, 2228, 12657, 5413, 5044, 14033, 20737, 20909, 18994, 14195, 11694, 36476, 16871, 18023, 14704, 18186, 16981, 324, 334, 290, 1397, 1002, 586, 1359, 1835, 1974, 2361, 1966, 1765, 3112, 2234, 2210, 2187, 2529, 2472, 134, 164, 108, 632, 277, 223, 695, 1070, 1012, 937, 706, 562, 1757, 812, 851, 739, 901, 815
hsa-miR-574-5p, 384, 163, 0, 374, 461, 150, 18, 153, 135, 155, 78, 233, 148, 341, 292, 396, 164, 323, 125, 162, 284, 234, 307, 340, 273, 51, 35, 42, 41, 47, 56, 36, 77, 57, 1177, 1006, 385, 277, 784, 1063, 1371, 1306, 1088, 1420, 1552, 1826, 774, 652, 452, 740, 477, 343, 888, 1505, 1400, 941, 621, 660, 1977, 959, 1020, 814, 753, 747, 105, 88, 87, 250, 191, 75, 164, 337, 381, 348, 251, 266, 420, 293, 297, 288, 309, 337, 45, 25, 18, 31, 19, 24, 46, 78, 61, 38, 37, 40, 84, 43, 51, 47, 37, 32
hsa-miR-575, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
hsa-miR-576-3p, 0, 0, 0, 23, 24, 8, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 8, 11, 10, 5, 3, 5, 23, 40, 4, 10, 59, 56, 100, 95, 92, 147, 207, 256, 4, 7, 2, 22, 13, 4, 29, 50, 32, 60, 31, 18, 185, 96, 73, 113, 112, 63, 0, 0, 0, 10, 10, 0, 6, 17, 18, 24, 15, 11, 46, 40, 29, 51, 50, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 4, 4, 2
hsa-miR-576-5p, 67, 43, 0, 73, 133, 49, 4, 70, 75, 85, 26, 90, 49, 61, 59, 108, 33, 97, 36, 38, 59, 83, 94, 100, 90, 30, 23, 26, 28, 15, 37, 15, 21, 28, 95, 92, 35, 29, 114, 142, 190, 141, 168, 237, 248, 300, 24, 28, 5, 90, 59, 61, 206, 237, 334, 326, 246, 128, 675, 284, 265, 294, 306, 229, 6, 7, 4, 45, 35, 16, 57, 90, 110, 137, 125, 70, 180, 104, 103, 123, 159, 127, 2, 0, 0, 6, 4, 3, 10, 17, 14, 19, 12, 3, 51, 18, 14, 8, 14, 15
hsa-miR-577, 390, 220, 15, 875, 759, 299, 33, 724, 594, 617, 284, 675, 489, 806, 505, 397, 295, 617, 285, 405, 669, 647, 761, 998, 905, 2778, 2107, 2148, 2979, 3045, 3279, 1502, 3198, 2821, 632, 783, 126, 361, 1265, 1702, 2519, 2746, 2463, 4228, 4784, 5717, 224, 150, 62, 640, 378, 193, 1216, 1650, 1738, 2737, 1649, 1027, 7910, 3139, 2856, 3840, 4063, 3666, 61, 56, 29, 320, 230, 71, 314, 597, 657, 1056, 745, 545, 1694, 1002, 1029, 1362, 1502, 1418, 6, 6, 2, 33, 17, 12, 52, 78, 85, 132, 79, 55, 409, 150, 124, 189, 199, 191
hsa-miR-578, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 10, 12, 19, 14, 15, 38, 32, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
